"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"TNFRSF18"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"TNF receptor superfamily member 18 "	NA	NA	NA	NA	"Innate Lymphoid Cell"	NA
"TNFRSF18"	"natural killer cell"	"Human"	1	"CL:0000623"	"TNF receptor superfamily member 18 "	"NK CELLS"	NA	NA	NA	NA	NA
"TNFRSF18"	"regulatory T cell"	"Human"	2	"CL:0000815"	"TNF receptor superfamily member 18 "	NA	"T regulatory cells"	"Regulatory T (Treg) cell"	NA	NA	NA
"TNFRSF1B"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF receptor superfamily member 1B "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TNFRSF1B"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"TNF receptor superfamily member 1B "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"TNFRSF1B"	"monocyte"	"Human"	1	"CL:0000576"	"TNF receptor superfamily member 1B "	"MONOCYTE"	NA	NA	NA	NA	NA
"TNFRSF21"	"dendritic cell"	"Human"	1	"CL:0000451"	"TNF receptor superfamily member 21 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TNFRSF21"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF receptor superfamily member 21 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TNFRSF21"	"immature CD11c-negative plasmacytoid dendritic cell"	"Human"	1	"CL:0000994"	"TNF receptor superfamily member 21 "	NA	NA	NA	NA	"Precursor Plasmacytoid Dendritic Cell"	NA
"TNFRSF21"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"TNF receptor superfamily member 21 "	NA	NA	"Plasmacytoid dendritic cell"	NA	NA	NA
"TNFRSF25"	"T cell"	"Human"	2	"CL:0000084"	"TNF receptor superfamily member 25 "	NA	NA	NA	NA	"Other T"	"T lymphocytes"
"TNFRSF25"	"effector CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0001044"	"TNF receptor superfamily member 25 "	NA	NA	NA	NA	"CD4 Effector"	NA
"TNFRSF25"	"mucosal invariant T cell"	"Human"	1	"CL:0000940"	"TNF receptor superfamily member 25 "	NA	NA	NA	NA	"Mucosal associated invariant T"	NA
"TNFRSF25"	"naive T cell"	"Human"	1	"CL:0000898"	"TNF receptor superfamily member 25 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNFRSF25"	"regulatory T cell"	"Human"	1	"CL:0000815"	"TNF receptor superfamily member 25 "	NA	NA	NA	NA	NA	"T regulatory"
"TNFRSF4"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"TNF receptor superfamily member 4 "	NA	NA	NA	NA	"CD4+ Central Memory T_3"	NA
"TNFRSF4"	"T cell"	"Human"	2	"CL:0000084"	"TNF receptor superfamily member 4 "	NA	NA	NA	"T cell"	NA	"T lymphocytes"
"TNFRSF4"	"effector CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0001044"	"TNF receptor superfamily member 4 "	NA	NA	NA	NA	"CD4 Effector"	NA
"TNFRSF4"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"TNF receptor superfamily member 4 "	NA	NA	NA	NA	"Innate Lymphoid Cell"	NA
"TNFRSF4"	"naive T cell"	"Human"	1	"CL:0000898"	"TNF receptor superfamily member 4 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNFRSF4"	"regulatory T cell"	"Human"	2	"CL:0000815"	"TNF receptor superfamily member 4 "	NA	"T regulatory cells"	NA	NA	NA	"T regulatory"
"TNFRSF8"	"CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000625"	"TNF receptor superfamily member 8 "	NA	NA	"CD8+ T cell"	NA	NA	NA
"TNFRSF8"	"mature NK T cell"	"Human"	1	"CL:0000814"	"TNF receptor superfamily member 8 "	NA	"Natural killer T cells"	NA	NA	NA	NA
"TNFRSF8"	"monocyte"	"Human"	1	"CL:0000576"	"TNF receptor superfamily member 8 "	"MONOCYTE"	NA	NA	NA	NA	NA
"TNFRSF9"	"B cell"	"Human"	1	"CL:0000236"	"TNF receptor superfamily member 9 "	NA	"B cells"	NA	NA	NA	NA
"TNFRSF9"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"TNF receptor superfamily member 9 "	"CD8 T CELL"	NA	NA	NA	NA	NA
"TNFRSF9"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000900"	"TNF receptor superfamily member 9 "	NA	NA	NA	NA	"CD8+ Naive T_2"	NA
"TNFSF10"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF superfamily member 10 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TNFSF10"	"monocyte"	"Human"	2	"CL:0000576"	"TNF superfamily member 10 "	"MONOCYTE"	"Monocytes"	NA	NA	NA	NA
"TNFSF13B"	"B cell"	"Human"	1	"CL:0000236"	"TNF superfamily member 13b "	NA	NA	"B cell"	NA	NA	NA
"TNFSF13B"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"TNF superfamily member 13b "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"TNFSF13B"	"neutrophil"	"Human"	1	"CL:0000775"	"TNF superfamily member 13b "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TNFSF13B"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"TNF superfamily member 13b "	NA	"Plasmacytoid dendritic cells"	NA	NA	NA	NA
"TNFSF14"	"platelet"	"Human"	1	"CL:0000233"	"TNF superfamily member 14 "	NA	"Platelets"	NA	NA	NA	NA
"TNFSF4"	"B cell"	"Human"	1	"CL:0000236"	"TNF superfamily member 4 "	NA	"B cells"	NA	NA	NA	NA
"TNFSF4"	"platelet"	"Human"	1	"CL:0000233"	"TNF superfamily member 4 "	"PLATELET"	NA	NA	NA	NA	NA
"TNIK"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"TRAF2 and NCK interacting kinase "	"PUTATIVE EARLY ERYTHROID COMMITMENT"	NA	NA	NA	NA	NA
"TNIK"	"naive T cell"	"Human"	1	"CL:0000898"	"TRAF2 and NCK interacting kinase "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNIP3"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"TNFAIP3 interacting protein 3 "	"CD8 T CELL"	NA	NA	NA	NA	NA
"TNNC2"	"platelet"	"Human"	1	"CL:0000233"	"troponin C2, fast skeletal type "	"PLATELET"	NA	NA	NA	NA	NA
"TNNI2"	"dendritic cell"	"Human"	1	"CL:0000451"	"troponin I2, fast skeletal type "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TNNI2"	"immature CD11c-negative plasmacytoid dendritic cell"	"Human"	1	"CL:0000994"	"troponin I2, fast skeletal type "	NA	NA	NA	NA	"Precursor Plasmacytoid Dendritic Cell"	NA
"TNNI3"	"platelet"	"Human"	1	"CL:0000233"	"troponin I3, cardiac type "	"PLATELET"	NA	NA	NA	NA	NA
"TNNT1"	"neutrophil"	"Human"	1	"CL:0000775"	"troponin T1, slow skeletal type "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TNRC6B"	"naive T cell"	"Human"	1	"CL:0000898"	"trinucleotide repeat containing adaptor 6B "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"tensin 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TNXB"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"tenascin XB "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TOB1"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"transducer of ERBB2, 1 "	NA	NA	NA	NA	"CD4+ Central Memory T_3"	NA
"TOB1"	"naive T cell"	"Human"	1	"CL:0000898"	"transducer of ERBB2, 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TOM1"	"neutrophil"	"Human"	1	"CL:0000775"	"target of myb1 membrane trafficking protein "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TOMM40"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of outer mitochondrial membrane 40 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TOMM7"	"naive T cell"	"Human"	1	"CL:0000898"	"translocase of outer mitochondrial membrane 7 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TOMM7"	"regulatory T cell"	"Human"	1	"CL:0000815"	"translocase of outer mitochondrial membrane 7 "	NA	NA	NA	NA	"Naive Regulatory T"	NA
"TOP1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"DNA topoisomerase I "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TOP2A"	"T cell"	"Human"	1	"CL:0000084"	"DNA topoisomerase II alpha "	NA	NA	NA	NA	"Proliferating T"	NA
"TOP2A"	"activated CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000896"	"DNA topoisomerase II alpha "	NA	NA	NA	NA	"CD4+ Proliferating T"	NA
"TOP2A"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"DNA topoisomerase II alpha "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TOP2A"	"natural killer cell"	"Human"	1	"CL:0000623"	"DNA topoisomerase II alpha "	NA	NA	NA	NA	"Proliferating Natural Killer"	NA
"TOP2A"	"pro-B cell"	"Human"	1	"CL:0000826"	"DNA topoisomerase II alpha "	"PRO B"	NA	NA	NA	NA	NA
"TOP2B"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"DNA topoisomerase II beta "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"TOX"	"natural killer cell"	"Human"	1	"CL:0000623"	"thymocyte selection associated high mobility group box "	"NK CELLS"	NA	NA	NA	NA	NA
"TP53BP2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"tumor protein p53 binding protein 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TP53I11"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"tumor protein p53 inducible protein 11 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TP53I13"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"tumor protein p53 inducible protein 13 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TP53I13"	"pro-B cell"	"Human"	1	"CL:0000826"	"tumor protein p53 inducible protein 13 "	"PRO B"	NA	NA	NA	NA	NA
"TP53INP1"	"B cell"	"Human"	1	"CL:0000236"	"tumor protein p53 inducible nuclear protein 1 "	NA	NA	NA	"B cell"	NA	NA
"TP53INP1"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"tumor protein p53 inducible nuclear protein 1 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"TPD52"	"B cell"	"Human"	1	"CL:0000236"	"tumor protein D52 "	NA	NA	NA	"B cell"	NA	NA
"TPD52"	"follicular B cell"	"Human"	1	"CL:0000843"	"tumor protein D52 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TPGS2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"tubulin polyglutamylase complex subunit 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TPH1"	"mast cell"	"Human"	1	"CL:0000097"	"tryptophan hydroxylase 1 "	NA	"Mast cells"	NA	NA	NA	NA
"TPI1"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"triosephosphate isomerase 1 "	"CD34 POS MKP"	NA	NA	NA	NA	NA
"TPM1"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"tropomyosin 1 "	"CD34 POS MKP"	NA	NA	NA	NA	NA
"TPM2"	"dendritic cell"	"Human"	1	"CL:0000451"	"tropomyosin 2 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TPM2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"tropomyosin 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TPM2"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"tropomyosin 2 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"TPM2"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"tropomyosin 2 "	NA	NA	NA	NA	"Plasmacytoid Dendritic Cell"	NA
"TPM3"	"eosinophil"	"Human"	1	"CL:0000771"	"tropomyosin 3 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"TPM3"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"tropomyosin 3 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"TPM4"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"tropomyosin 4 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"TPM4"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"tropomyosin 4 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"TPM4"	"platelet"	"Human"	1	"CL:0000233"	"tropomyosin 4 "	"PLATELET"	NA	NA	NA	NA	NA
"TPP1"	"neutrophil"	"Human"	1	"CL:0000775"	"tripeptidyl peptidase 1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TPPP3"	"CD14-low, CD16-positive monocyte"	"Human"	1	"CL:0002396"	"tubulin polymerization promoting protein family member 3 "	NA	NA	NA	NA	"CD16 Monocyte"	NA
"TPPP3"	"monocyte"	"Human"	1	"CL:0000576"	"tubulin polymerization promoting protein family member 3 "	"MONOCYTE"	NA	NA	NA	NA	NA
"TPRA1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein adipocyte associated 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TPRG1"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"tumor protein p63 regulated 1 "	"CD8 T CELL"	NA	NA	NA	NA	NA
"TPRKB"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"TP53RK binding protein "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TPSAB1"	"basophil mast progenitor cell"	"Human"	2	"CL:0002028"	"tryptase alpha/beta 1 "	"CD34 POS EO B MAST"	NA	NA	NA	"Basophil Eosinophil Mast Progenitor"	NA
"TPSAB1"	"granulocyte"	"Human"	1	"CL:0000094"	"tryptase alpha/beta 1 "	NA	NA	NA	NA	NA	"granulocyte"
"TPSAB1"	"mast cell"	"Human"	3	"CL:0000097"	"tryptase alpha/beta 1 "	NA	"Mast cells"	NA	"mast cell"	NA	"mast cell"
"TPSB2"	"basophil mast progenitor cell"	"Human"	2	"CL:0002028"	"tryptase beta 2 "	"CD34 POS EO B MAST"	NA	NA	NA	"Basophil Eosinophil Mast Progenitor"	NA
"TPSB2"	"mast cell"	"Human"	2	"CL:0000097"	"tryptase beta 2 "	NA	"Mast cells"	NA	"mast cell"	NA	NA
"TPSG1"	"mast cell"	"Human"	1	"CL:0000097"	"tryptase gamma 1 "	NA	"Mast cells"	NA	NA	NA	NA
"TPST2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"tyrosylprotein sulfotransferase 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TPST2"	"natural killer cell"	"Human"	1	"CL:0000623"	"tyrosylprotein sulfotransferase 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"TPT1"	"CD16-negative, CD56-bright natural killer cell, human"	"Human"	1	"CL:0000938"	"tumor protein, translationally-controlled 1 "	NA	NA	NA	NA	"CD56-bright Natural Killer"	NA
"TPT1"	"CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000624"	"tumor protein, translationally-controlled 1 "	NA	NA	NA	NA	"CD4+ T cell"	NA
"TPT1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"tumor protein, translationally-controlled 1 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"TPT1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"tumor protein, translationally-controlled 1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"TPT1"	"naive T cell"	"Human"	1	"CL:0000898"	"tumor protein, translationally-controlled 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TPTEP1"	"platelet"	"Human"	1	"CL:0000233"	"TPTE pseudogene 1 "	"PLATELET"	NA	NA	NA	NA	NA
"TPX2"	"activated CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000896"	"TPX2 microtubule nucleation factor "	NA	NA	NA	NA	"CD4+ Proliferating T"	NA
"TPX2"	"plasmablast"	"Human"	1	"CL:0000980"	"TPX2 microtubule nucleation factor "	NA	NA	NA	NA	"Plasmablast"	NA
"TPX2"	"pro-B cell"	"Human"	1	"CL:0000826"	"TPX2 microtubule nucleation factor "	"PRO B"	NA	NA	NA	NA	NA
"TRA2B"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"transformer 2 beta homolog "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"TRA2B"	"pro-B cell"	"Human"	1	"CL:0000826"	"transformer 2 beta homolog "	"PRO B"	NA	NA	NA	NA	NA
"TRABD"	"precursor B cell"	"Human"	1	"CL:0000817"	"TraB domain containing "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TRABD2A"	"naive T cell"	"Human"	1	"CL:0000898"	"TraB domain containing 2A "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRAC"	"CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000624"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD4+ T cell"	NA
"TRAC"	"CD4-positive, alpha-beta memory T cell"	"Human"	2	"CL:0000897"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD4+ Central Memory T"	"CD4 T cell memory"
"TRAC"	"CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000625"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD8+ T cell"	NA
"TRAC"	"CD8-positive, alpha-beta memory T cell"	"Human"	2	"CL:0000909"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD8 Memory"	"CD8 T cell effector memory"
"TRAC"	"T cell"	"Human"	3	"CL:0000084"	"T cell receptor alpha constant "	NA	NA	NA	"T cell"	"Proliferating T"	"T lymphocytes"
"TRAC"	"activated CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000906"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD8+ Proliferating T"	NA
"TRAC"	"effector CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0001044"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD4+ Effector Memory T"	NA
"TRAC"	"effector CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0001050"	"T cell receptor alpha constant "	NA	NA	NA	NA	"CD8+ Effector Memory T"	NA
"TRAC"	"naive T cell"	"Human"	1	"CL:0000898"	"T cell receptor alpha constant "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRAC"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000895"	"T cell receptor alpha constant "	NA	NA	NA	NA	NA	"CD4 naive"
"TRAC"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000900"	"T cell receptor alpha constant "	NA	NA	NA	NA	NA	"CD8 naive"
"TRAC"	"regulatory T cell"	"Human"	2	"CL:0000815"	"T cell receptor alpha constant "	NA	NA	NA	NA	"Memory Regulatory T"	"T regulatory"
"TRADD"	"naive T cell"	"Human"	1	"CL:0000898"	"TNFRSF1A associated via death domain "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRADD"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"TNFRSF1A associated via death domain "	NA	"Plasmacytoid dendritic cells"	NA	NA	NA	NA
"TRAF1"	"dendritic cell"	"Human"	1	"CL:0000451"	"TNF receptor associated factor 1 "	NA	"Dendritic cells"	NA	NA	NA	NA
"TRAF1"	"naive T cell"	"Human"	1	"CL:0000898"	"TNF receptor associated factor 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRAF3IP3"	"T cell"	"Human"	1	"CL:0000084"	"TRAF3 interacting protein 3 "	NA	NA	NA	"T cell"	NA	NA
"TRAF3IP3"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"TRAF3 interacting protein 3 "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"TRAF3IP3"	"naive T cell"	"Human"	1	"CL:0000898"	"TRAF3 interacting protein 3 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRAF4"	"dendritic cell"	"Human"	1	"CL:0000451"	"TNF receptor associated factor 4 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TRAF4"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF receptor associated factor 4 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TRAF5"	"follicular B cell"	"Human"	1	"CL:0000843"	"TNF receptor associated factor 5 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TRAIP"	"pro-B cell"	"Human"	1	"CL:0000826"	"TRAF interacting protein "	"PRO B"	NA	NA	NA	NA	NA
"TRAK2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"trafficking kinesin protein 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TRAM1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"translocation associated membrane protein 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TRAM1"	"precursor B cell"	"Human"	1	"CL:0000817"	"translocation associated membrane protein 1 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TRANK1"	"mast cell"	"Human"	1	"CL:0000097"	"tetratricopeptide repeat and ankyrin repeat containing 1 "	NA	"Mast cells"	NA	NA	NA	NA
"TRAP1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"TNF receptor associated protein 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TRAPPC1"	"natural killer cell"	"Human"	1	"CL:0000623"	"trafficking protein particle complex subunit 1 "	"NK CELLS"	NA	NA	NA	NA	NA
"TRAPPC3L"	"platelet"	"Human"	1	"CL:0000233"	"trafficking protein particle complex subunit 3L "	"PLATELET"	NA	NA	NA	NA	NA
"TRAT1"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"T cell receptor associated transmembrane adaptor 1 "	NA	NA	NA	NA	"CD4 Memory"	NA
"TRAT1"	"T cell"	"Human"	1	"CL:0000084"	"T cell receptor associated transmembrane adaptor 1 "	NA	NA	NA	NA	NA	"T lymphocytes"
"TRAT1"	"effector CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0001044"	"T cell receptor associated transmembrane adaptor 1 "	NA	NA	NA	NA	"CD4 Effector"	NA
"TRAT1"	"naive T cell"	"Human"	1	"CL:0000898"	"T cell receptor associated transmembrane adaptor 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRAT1"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"Human"	2	"CL:0000895"	"T cell receptor associated transmembrane adaptor 1 "	NA	NA	NA	NA	"CD4+ Naive T"	"CD4 naive"
"TRAT1"	"regulatory T cell"	"Human"	1	"CL:0000815"	"T cell receptor associated transmembrane adaptor 1 "	NA	NA	NA	NA	NA	"T regulatory"
"TRBC1"	"T cell"	"Human"	2	"CL:0000084"	"T cell receptor beta constant 1 "	NA	NA	NA	"T cell"	NA	"T lymphocytes"
"TRBC1"	"naive T cell"	"Human"	1	"CL:0000898"	"T cell receptor beta constant 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRBC1"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000895"	"T cell receptor beta constant 1 "	NA	NA	NA	NA	NA	"CD4 naive"
"TRBC1"	"regulatory T cell"	"Human"	1	"CL:0000815"	"T cell receptor beta constant 1 "	NA	NA	NA	NA	NA	"T regulatory"
"TRBC2"	"T cell"	"Human"	1	"CL:0000084"	"T cell receptor beta constant 2 "	NA	NA	NA	"T cell"	NA	NA
"TRBC2"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"T cell receptor beta constant 2 "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"TRBC2"	"naive T cell"	"Human"	1	"CL:0000898"	"T cell receptor beta constant 2 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TRBVB"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"T cell receptor beta variable B (pseudogene) "	"CD34 POS CLP"	NA	NA	NA	NA	NA
"TRDC"	"CD16-negative, CD56-bright natural killer cell, human"	"Human"	2	"CL:0000938"	"T cell receptor delta constant "	NA	NA	NA	NA	"CD56-bright Natural Killer"	"CD56 bright Natural killer"
"TRDC"	"CD16-positive, CD56-dim natural killer cell, human"	"Human"	1	"CL:0000939"	"T cell receptor delta constant "	NA	NA	NA	NA	"CD56-dim Natural Killer"	NA
"TRDC"	"gamma-delta T cell"	"Human"	2	"CL:0000798"	"T cell receptor delta constant "	NA	"Gamma delta T cells"	NA	NA	"gamma-delta T"	NA
"TRDC"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"T cell receptor delta constant "	NA	NA	NA	NA	"Innate Lymphoid Cell"	NA
"TRDC"	"mature NK T cell"	"Human"	1	"CL:0000814"	"T cell receptor delta constant "	NA	NA	NA	NA	NA	"NK lymphocytes"
"TRDC"	"mature T cell"	"Human"	1	"CL:0002419"	"T cell receptor delta constant "	NA	NA	NA	NA	"other T cell"	NA
"TRDC"	"mature natural killer cell"	"Human"	2	"CL:0000824"	"T cell receptor delta constant "	NA	NA	NA	NA	"Innate Lymphoid Cell"	"mature Natural killer"
"TRDC"	"natural killer cell"	"Human"	3	"CL:0000623"	"T cell receptor delta constant "	"NK CELLS"	"NK cells"	NA	NA	"Proliferating Natural Killer"	NA
"TRDD1"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta diversity 1 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDD2"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta diversity 2 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDD3"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta diversity 3 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDJ1"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta joining 1 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDJ2"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta joining 2 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDJ3"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta joining 3 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDJ4"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell receptor delta joining 4 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"TRDMT1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"tRNA aspartic acid methyltransferase 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
