"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"HELB"	"naive T cell"	"Human"	1	"CL:0000898"	"DNA helicase B "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"HELLS"	"pro-B cell"	"Human"	1	"CL:0000826"	"helicase, lymphoid specific "	"PRO B"	NA	NA	NA	NA	NA
"HEMGN"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hemogen "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HEMGN"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"hemogen "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"HENMT1"	"natural killer cell"	"Human"	1	"CL:0000623"	"HEN methyltransferase 1 "	"NK CELLS"	NA	NA	NA	NA	NA
"HERC5"	"pro-B cell"	"Human"	1	"CL:0000826"	"HECT and RLD domain containing E3 ubiquitin protein ligase 5 "	"PRO B"	NA	NA	NA	NA	NA
"HERPUD1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"homocysteine inducible ER protein with ubiquitin like domain 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"HERPUD1"	"plasma cell"	"Human"	1	"CL:0000786"	"homocysteine inducible ER protein with ubiquitin like domain 1 "	"PLASMA CELL"	NA	NA	NA	NA	NA
"HERPUD1"	"pro-B cell"	"Human"	1	"CL:0000826"	"homocysteine inducible ER protein with ubiquitin like domain 1 "	NA	NA	NA	"pro-B cell"	NA	NA
"HERPUD2"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"HERPUD family member 2 "	"CD8 T CELL"	NA	NA	NA	NA	NA
"HES4"	"CD14-low, CD16-positive monocyte"	"Human"	2	"CL:0002396"	"hes family bHLH transcription factor 4 "	NA	NA	NA	NA	"CD16 Monocyte"	"CD16 monocyte"
"HES4"	"monocyte"	"Human"	2	"CL:0000576"	"hes family bHLH transcription factor 4 "	"MONOCYTE"	NA	NA	NA	NA	"monocyte"
"HES6"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hes family bHLH transcription factor 6 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HEXA"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"hexosaminidase subunit alpha "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"HEXA"	"natural killer cell"	"Human"	1	"CL:0000623"	"hexosaminidase subunit alpha "	"NK CELLS"	NA	NA	NA	NA	NA
"HEXB"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"hexosaminidase subunit beta "	NA	NA	NA	"macrophage dendritic cell progenitor"	NA	NA
"HEXB"	"neutrophil"	"Human"	1	"CL:0000775"	"hexosaminidase subunit beta "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"HEXIM1"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"HEXIM P-TEFb complex subunit 1 "	"PUTATIVE MEGAKARYOCYTE PROGENITOR"	NA	NA	NA	NA	NA
"HEXIM2"	"platelet"	"Human"	1	"CL:0000233"	"HEXIM P-TEFb complex subunit 2 "	"PLATELET"	NA	NA	NA	NA	NA
"HFE"	"dendritic cell"	"Human"	1	"CL:0000451"	"homeostatic iron regulator "	NA	"Dendritic cells"	NA	NA	NA	NA
"HFE"	"macrophage"	"Human"	1	"CL:0000235"	"homeostatic iron regulator "	NA	"Macrophages"	NA	NA	NA	NA
"HFE"	"platelet"	"Human"	1	"CL:0000233"	"homeostatic iron regulator "	NA	"Platelets"	NA	NA	NA	NA
"HGD"	"platelet"	"Human"	1	"CL:0000233"	"homogentisate 1,2-dioxygenase "	"PLATELET"	NA	NA	NA	NA	NA
"HGF"	"granulocyte"	"Human"	1	"CL:0000094"	"hepatocyte growth factor "	"CD34 POS GRAN"	NA	NA	NA	NA	NA
"HGF"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"hepatocyte growth factor "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HHEX"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"hematopoietically expressed homeobox "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"HHIP"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"hedgehog interacting protein "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"HHIP-AS1"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"HHIP antisense RNA 1 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"HID1"	"plasma cell"	"Human"	1	"CL:0000786"	"HID1 domain containing "	"PLASMA CELL"	NA	NA	NA	NA	NA
"HIF1A"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"hypoxia inducible factor 1 subunit alpha "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HIF1A"	"immature neutrophil"	"Human"	1	"CL:0000776"	"hypoxia inducible factor 1 subunit alpha "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"HIF1A"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"hypoxia inducible factor 1 subunit alpha "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"HIGD1A"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"HIG1 hypoxia inducible domain family member 1A "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"HIGD1A"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"HIG1 hypoxia inducible domain family member 1A "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HIGD2A"	"monocyte"	"Human"	1	"CL:0000576"	"HIG1 hypoxia inducible domain family member 2A "	"MONOCYTE"	NA	NA	NA	NA	NA
"HIKESHI"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein nuclear import factor hikeshi "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HILPDA"	"macrophage"	"Human"	1	"CL:0000235"	"hypoxia inducible lipid droplet associated "	NA	"Macrophages"	NA	NA	NA	NA
"HINT1"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"histidine triad nucleotide binding protein 1 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HINT1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"histidine triad nucleotide binding protein 1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HINT2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"histidine triad nucleotide binding protein 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HIP1"	"precursor B cell"	"Human"	1	"CL:0000817"	"huntingtin interacting protein 1 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"HIPK1-AS1"	"naive T cell"	"Human"	1	"CL:0000898"	"HIPK1 antisense RNA 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"HIPK3"	"neutrophil"	"Human"	1	"CL:0000775"	"homeodomain interacting protein kinase 3 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"HIRIP3"	"pro-B cell"	"Human"	1	"CL:0000826"	"HIRA interacting protein 3 "	"PRO B"	NA	NA	NA	NA	NA
"HJURP"	"pro-B cell"	"Human"	1	"CL:0000826"	"Holliday junction recognition protein "	"PRO B"	NA	NA	NA	NA	NA
"HK1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"hexokinase 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"HK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hexokinase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HK2"	"immature neutrophil"	"Human"	1	"CL:0000776"	"hexokinase 2 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"HK3"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"hexokinase 3 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"HK3"	"monocyte"	"Human"	1	"CL:0000576"	"hexokinase 3 "	"MONOCYTE"	NA	NA	NA	NA	NA
"HLA-A"	"dendritic cell"	"Human"	1	"CL:0000451"	"major histocompatibility complex, class I, A "	NA	"Dendritic cells"	NA	NA	NA	NA
"HLA-A"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"major histocompatibility complex, class I, A "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HLA-A"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"major histocompatibility complex, class I, A "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HLA-A"	"natural killer cell"	"Human"	1	"CL:0000623"	"major histocompatibility complex, class I, A "	"NK CELLS"	NA	NA	NA	NA	NA
"HLA-A"	"platelet"	"Human"	1	"CL:0000233"	"major histocompatibility complex, class I, A "	NA	"Platelets"	NA	NA	NA	NA
"HLA-B"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"major histocompatibility complex, class I, B "	"CD8 T CELL"	NA	NA	NA	NA	NA
"HLA-B"	"dendritic cell"	"Human"	1	"CL:0000451"	"major histocompatibility complex, class I, B "	NA	"Dendritic cells"	NA	NA	NA	NA
"HLA-B"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"major histocompatibility complex, class I, B "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HLA-B"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"major histocompatibility complex, class I, B "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HLA-C"	"dendritic cell"	"Human"	1	"CL:0000451"	"major histocompatibility complex, class I, C "	NA	"Dendritic cells"	NA	NA	NA	NA
"HLA-C"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"major histocompatibility complex, class I, C "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HLA-C"	"natural killer cell"	"Human"	1	"CL:0000623"	"major histocompatibility complex, class I, C "	"NK CELLS"	NA	NA	NA	NA	NA
"HLA-DMA"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DM alpha "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DMB"	"B cell"	"Human"	1	"CL:0000236"	"major histocompatibility complex, class II, DM beta "	NA	NA	NA	"B cell"	NA	NA
"HLA-DMB"	"dendritic cell"	"Human"	2	"CL:0000451"	"major histocompatibility complex, class II, DM beta "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	NA	NA
"HLA-DMB"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DM beta "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DOA"	"B cell"	"Human"	1	"CL:0000236"	"major histocompatibility complex, class II, DO alpha "	NA	NA	NA	"B cell"	NA	NA
"HLA-DOA"	"follicular B cell"	"Human"	1	"CL:0000843"	"major histocompatibility complex, class II, DO alpha "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"HLA-DOB"	"B cell"	"Human"	1	"CL:0000236"	"major histocompatibility complex, class II, DO beta "	NA	NA	NA	"B cell"	NA	NA
"HLA-DOB"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"major histocompatibility complex, class II, DO beta "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"HLA-DOB"	"follicular B cell"	"Human"	1	"CL:0000843"	"major histocompatibility complex, class II, DO beta "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"HLA-DOB"	"memory B cell"	"Human"	1	"CL:0000787"	"major histocompatibility complex, class II, DO beta "	NA	NA	NA	NA	"Memory B"	NA
"HLA-DOB"	"naive B cell"	"Human"	1	"CL:0000788"	"major histocompatibility complex, class II, DO beta "	NA	NA	NA	NA	"Naive B"	NA
"HLA-DOB"	"plasma cell"	"Human"	1	"CL:0000786"	"major histocompatibility complex, class II, DO beta "	NA	"Plasma cells"	NA	NA	NA	NA
"HLA-DPA1"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"major histocompatibility complex, class II, DP alpha 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"HLA-DPA1"	"CD1c-positive myeloid dendritic cell"	"Human"	1	"CL:0002399"	"major histocompatibility complex, class II, DP alpha 1 "	NA	NA	NA	NA	"Conventional Dendritic Cell 2_2"	NA
"HLA-DPA1"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DP alpha 1 "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DPA1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DP alpha 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DPB1"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"major histocompatibility complex, class II, DP beta 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"HLA-DPB1"	"CD1c-positive myeloid dendritic cell"	"Human"	2	"CL:0002399"	"major histocompatibility complex, class II, DP beta 1 "	NA	NA	NA	NA	"Conventional Dendritic Cell 2_2"	"dendritic cell type 2 (DC2)"
"HLA-DPB1"	"conventional dendritic cell"	"Human"	1	"CL:0000990"	"major histocompatibility complex, class II, DP beta 1 "	NA	NA	NA	NA	NA	"dendritic cell type 2 (DC2)"
"HLA-DPB1"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DP beta 1 "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DPB1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"major histocompatibility complex, class II, DP beta 1 "	NA	NA	NA	NA	NA	"dendritic cell (DC)"
"HLA-DPB1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DP beta 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DQA1"	"B cell"	"Human"	2	"CL:0000236"	"major histocompatibility complex, class II, DQ alpha 1 "	NA	"B cells"	NA	"B cell"	NA	NA
"HLA-DQA1"	"CD1c-positive myeloid dendritic cell"	"Human"	1	"CL:0002399"	"major histocompatibility complex, class II, DQ alpha 1 "	NA	NA	NA	NA	"Conventional Dendritic Cell 2"	NA
"HLA-DQA1"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DQ alpha 1 "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DQA1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DQ alpha 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DQA1"	"mature B cell"	"Human"	1	"CL:0000785"	"major histocompatibility complex, class II, DQ alpha 1 "	NA	NA	NA	NA	"B cell"	NA
"HLA-DQA2"	"CD1c-positive myeloid dendritic cell"	"Human"	1	"CL:0002399"	"major histocompatibility complex, class II, DQ alpha 2 "	NA	NA	NA	NA	NA	"dendritic cell type 2 (DC2)"
"HLA-DQA2"	"conventional dendritic cell"	"Human"	1	"CL:0000990"	"major histocompatibility complex, class II, DQ alpha 2 "	NA	NA	NA	NA	NA	"dendritic cell type 2 (DC2)"
"HLA-DQA2"	"dendritic cell"	"Human"	1	"CL:0000451"	"major histocompatibility complex, class II, DQ alpha 2 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"HLA-DQA2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"major histocompatibility complex, class II, DQ alpha 2 "	NA	NA	NA	NA	NA	"dendritic cell (DC)"
"HLA-DQB1"	"B cell"	"Human"	1	"CL:0000236"	"major histocompatibility complex, class II, DQ beta 1 "	NA	NA	NA	"B cell"	NA	NA
"HLA-DQB1"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"major histocompatibility complex, class II, DQ beta 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"HLA-DQB1"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DQ beta 1 "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DQB1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DQ beta 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DQB1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"major histocompatibility complex, class II, DQ beta 1 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HLA-DRA"	"B cell"	"Human"	1	"CL:0000236"	"major histocompatibility complex, class II, DR alpha "	NA	"B cells"	NA	NA	NA	NA
"HLA-DRA"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DR alpha "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DRA"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DR alpha "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DRA"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"major histocompatibility complex, class II, DR alpha "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HLA-DRA"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"major histocompatibility complex, class II, DR alpha "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HLA-DRA"	"monocyte"	"Human"	2	"CL:0000576"	"major histocompatibility complex, class II, DR alpha "	NA	"Monocytes"	NA	NA	NA	"monocyte"
"HLA-DRA"	"promonocyte"	"Human"	1	"CL:0000559"	"major histocompatibility complex, class II, DR alpha "	NA	NA	NA	NA	NA	"promonocyte"
"HLA-DRB1"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DR beta 1 "	"DENDRITIC CELL"	"Dendritic cells"	NA	NA	"dendritic cell"	NA
"HLA-DRB1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DR beta 1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-DRB1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"major histocompatibility complex, class II, DR beta 1 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HLA-DRB5"	"dendritic cell"	"Human"	3	"CL:0000451"	"major histocompatibility complex, class II, DR beta 5 "	"DENDRITIC CELL"	"Dendritic cells"	NA	"dendritic cell"	NA	NA
"HLA-DRB5"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class II, DR beta 5 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-E"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"major histocompatibility complex, class I, E "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"HLA-E"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"major histocompatibility complex, class I, E "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HLA-E"	"natural killer cell"	"Human"	1	"CL:0000623"	"major histocompatibility complex, class I, E "	"NK CELLS"	NA	NA	NA	NA	NA
"HLA-F"	"natural killer cell"	"Human"	1	"CL:0000623"	"major histocompatibility complex, class I, F "	"NK CELLS"	NA	NA	NA	NA	NA
"HLF"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"HLF transcription factor, PAR bZIP family member "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HLF"	"hematopoietic multipotent progenitor cell"	"Human"	2	"CL:0000837"	"HLF transcription factor, PAR bZIP family member "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	"hemopoietic stem cell/multipotent progenitor (HSC/MPP)"
"HLF"	"hematopoietic stem cell"	"Human"	2	"CL:0000037"	"HLF transcription factor, PAR bZIP family member "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	"Hematopoietic stem cells"	NA	NA	NA	NA
"HLTF"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"helicase like transcription factor "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HLX"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"H2.0 like homeobox "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"HLX"	"neutrophil"	"Human"	1	"CL:0000775"	"H2.0 like homeobox "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"HM13"	"plasma cell"	"Human"	1	"CL:0000786"	"histocompatibility minor 13 "	"PLASMA CELL"	NA	NA	NA	NA	NA
"HMBOX1"	"natural killer cell"	"Human"	1	"CL:0000623"	"homeobox containing 1 "	NA	"NK cells"	NA	NA	NA	NA
"HMBS"	"erythroid lineage cell"	"Human"	2	"CL:0000764"	"hydroxymethylbilane synthase "	"ERYTHROBLAST"	NA	NA	"erythroid lineage cell"	NA	NA
"HMBS"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"hydroxymethylbilane synthase "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"HMCES"	"pro-B cell"	"Human"	1	"CL:0000826"	"5-hydroxymethylcytosine binding, ES cell specific "	"PRO B"	NA	NA	NA	NA	NA
"HMGA1"	"B cell"	"Human"	1	"CL:0000236"	"high mobility group AT-hook 1 "	NA	"B cells"	NA	NA	NA	NA
"HMGA1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"high mobility group AT-hook 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HMGA2"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"high mobility group AT-hook 2 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HMGA2"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"high mobility group AT-hook 2 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"HMGA2"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"high mobility group AT-hook 2 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HMGB1"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group box 1 "	"PRO B"	NA	NA	NA	NA	NA
"HMGB2"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"high mobility group box 2 "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"HMGB2"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group box 2 "	"PRO B"	NA	NA	NA	NA	NA
"HMGB3"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"high mobility group box 3 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"HMGB3"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group box 3 "	"PRO B"	NA	NA	NA	NA	NA
"HMGN1"	"myeloid lineage restricted progenitor cell"	"Human"	1	"CL:0000839"	"high mobility group nucleosome binding domain 1 "	NA	NA	NA	"myeloid lineage restricted progenitor cell"	NA	NA
"HMGN1"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group nucleosome binding domain 1 "	"PRO B"	NA	NA	NA	NA	NA
"HMGN2"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"high mobility group nucleosomal binding domain 2 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HMGN2"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group nucleosomal binding domain 2 "	"PRO B"	NA	NA	NA	NA	NA
"HMGN3"	"pro-B cell"	"Human"	1	"CL:0000826"	"high mobility group nucleosomal binding domain 3 "	"PRO B"	NA	NA	NA	NA	NA
"HMGN5"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"high mobility group nucleosome binding domain 5 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HMGN5"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"high mobility group nucleosome binding domain 5 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HMGN5"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"high mobility group nucleosome binding domain 5 "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"HMHB1"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"histocompatibility minor HB-1 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"HMHB1"	"precursor B cell"	"Human"	1	"CL:0000817"	"histocompatibility minor HB-1 "	NA	NA	NA	NA	"Precursor B"	NA
"HMMR"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hyaluronan mediated motility receptor "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HMOX1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"heme oxygenase 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"HMOX1"	"immature neutrophil"	"Human"	1	"CL:0000776"	"heme oxygenase 1 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"HMOX1"	"macrophage"	"Human"	1	"CL:0000235"	"heme oxygenase 1 "	NA	NA	NA	"macrophage"	NA	NA
"HMOX1"	"splenic red pulp macrophage"	"Human"	1	"CL:0000874"	"heme oxygenase 1 "	NA	"Red pulp macrophages"	NA	NA	NA	NA
"HMOX2"	"natural killer cell"	"Human"	1	"CL:0000623"	"heme oxygenase 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"HNMT"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"histamine N-methyltransferase "	NA	NA	"CD1C+_B dendritic cell"	NA	NA	NA
"HNMT"	"mast cell"	"Human"	1	"CL:0000097"	"histamine N-methyltransferase "	NA	"Mast cells"	NA	NA	NA	NA
"HNMT"	"neutrophil"	"Human"	1	"CL:0000775"	"histamine N-methyltransferase "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"HNRNPA0"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein A0 "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPA1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"heterogeneous nuclear ribonucleoprotein A1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HNRNPA1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heterogeneous nuclear ribonucleoprotein A1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HNRNPA1"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein A1 "	"PRO B"	NA	NA	NA	NA	NA
