"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"HSPD1.1"	7.5966306471462e-36	0.262319661772723	0.302	0.153	2.48698494126272e-31	"9"	"HSPD1"
"NDUFA11.3"	9.0456173948113e-36	0.263431604711257	0.647	0.377	2.96135422271332e-31	"9"	"NDUFA11"
"RPS29.7"	1.02198892365655e-35	-0.446536817346265	0.924	0.834	3.3457873382668e-31	"9"	"RPS29"
"SRRM2"	8.23313509323754e-35	0.25605604662509	0.29	0.147	2.69536376682411e-30	"9"	"SRRM2"
"EIF4G2"	1.17254392328705e-34	0.251985083062213	0.35	0.185	3.83867429605714e-30	"9"	"EIF4G2"
"SELL.5"	3.82615237945592e-34	-1.05908203512424	0.178	0.312	1.25260576598628e-29	"9"	"SELL"
"C11orf31.5"	5.21211513412404e-33	0.255800128679053	0.638	0.388	1.70634225260953e-28	"9"	"C11orf31"
"IFITM2.7"	2.80583324027614e-30	-0.961867161059855	0.523	0.54	9.18573686201601e-26	"9"	"IFITM2"
"HSPA8.5"	4.2874289016318e-29	-0.765195498426839	0.521	0.545	1.40361847381622e-24	"9"	"HSPA8"
"GPSM3.6"	2.045937842412e-27	-0.684014718497309	0.609	0.597	6.69799130848842e-23	"9"	"GPSM3"
"EEF1B2.6"	4.0816221587198e-27	-0.359797107659105	0.931	0.862	1.33624146232169e-22	"9"	"EEF1B2"
"LTB.9"	1.03049455487758e-26	-0.637403349606524	0.855	0.758	3.37363307375821e-22	"9"	"LTB"
"GLTSCR2.5"	5.01811580296016e-26	-0.404660370975222	0.942	0.861	1.6428307515731e-21	"9"	"GLTSCR2"
"CD79A.1"	5.72851022020196e-25	-0.540983333252043	0.263	0.134	1.87539967588972e-20	"9"	"CD79A"
"S1PR4.6"	2.43091510737739e-24	-0.968590528960137	0.153	0.255	7.95832987853209e-20	"9"	"S1PR4"
"RAC2.5"	2.59087225486038e-24	-0.645553353845613	0.6	0.583	8.48199758796192e-20	"9"	"RAC2"
"TBC1D10C.4"	1.81367342642898e-23	-0.883801134007761	0.235	0.322	5.9376040634432e-19	"9"	"TBC1D10C"
"MT-CO1.3"	1.65939691492661e-22	-0.252498826073309	0.999	0.981	5.43253362008672e-18	"9"	"MT-CO1"
"ARHGDIB.6"	1.95716885979894e-22	-0.351137626217779	0.949	0.881	6.40737941320976e-18	"9"	"ARHGDIB"
"DDX5.6"	8.07512098534577e-21	-0.477890045222752	0.834	0.756	2.6436331081825e-16	"9"	"DDX5"
"LDHB.7"	1.11346525548694e-20	-0.518059692614041	0.85	0.714	3.64526255341313e-16	"9"	"LDHB"
"CIB1.2"	1.52621381301101e-20	-0.830591835047757	0.242	0.321	4.99651878103545e-16	"9"	"CIB1"
"SPCS1.1"	2.83827808756508e-19	-0.670079456153247	0.232	0.321	9.29195480307055e-15	"9"	"SPCS1"
"CCDC85B.3"	1.01273765784471e-18	-0.786315127973891	0.315	0.37	3.31550054425201e-14	"9"	"CCDC85B"
"CNN2.5"	3.18215890392931e-16	-0.777029685544258	0.19	0.266	1.04177518196838e-11	"9"	"CNN2"
"EVL.5"	1.76228146203655e-15	-0.683623783328171	0.498	0.476	5.76935705041526e-11	"9"	"EVL"
"ZFP36.5"	2.15879154917752e-15	-0.746508007757918	0.378	0.416	7.06745177369735e-11	"9"	"ZFP36"
"PKM.7"	1.04767823878622e-14	-0.761332834261216	0.243	0.303	3.42988901813834e-10	"9"	"PKM"
"HLA-DQB1.3"	1.06501999225255e-14	-0.313946235540095	0.25	0.147	3.48666245063641e-10	"9"	"HLA-DQB1"
"CD52.8"	1.2841748642254e-14	-0.405619222596862	0.884	0.805	4.20413167050113e-10	"9"	"CD52"
"TMEM66.8"	2.4349624031812e-14	-0.543797886006556	0.738	0.646	7.97157991553462e-10	"9"	"TMEM66"
"CCND3.5"	6.31305262802031e-14	-0.758669579537878	0.237	0.292	2.06676716936129e-09	"9"	"CCND3"
"CALM3.6"	1.24310342374715e-12	-0.754101380010266	0.263	0.308	4.06967198866341e-08	"9"	"CALM3"
"SH3BGRL3.9"	1.11561366720635e-11	-0.390803521966208	0.921	0.825	3.65229602370016e-07	"9"	"SH3BGRL3"
"LY6E.4"	5.43448868159576e-11	-0.633222772553164	0.42	0.42	1.77914290458082e-06	"9"	"LY6E"
"TRAF3IP3.7"	2.28404345019848e-10	-0.659136149484013	0.432	0.415	7.47750144725978e-06	"9"	"TRAF3IP3"
"TXNIP.5"	2.90183996924535e-10	-0.54943968805646	0.584	0.535	9.50004369131542e-06	"9"	"TXNIP"
"RARRES3.5"	3.31296536393895e-10	-0.693594524665354	0.355	0.366	1.08459860084633e-05	"9"	"RARRES3"
"PLAC8.7"	6.47377285564254e-09	-0.839177865342888	0.217	0.256	0.000211938375748026	"9"	"PLAC8"
"ITM2B.5"	6.53556050987645e-09	-0.413448290337076	0.773	0.652	0.000213961179972335	"9"	"ITM2B"
"APRT.4"	2.4105083113925e-08	-0.464911507699263	0.577	0.512	0.000789152210983677	"9"	"APRT"
"HSPB1.6"	2.67518716735671e-08	-0.633734945920595	0.226	0.261	0.00087580277484924	"9"	"HSPB1"
"CYBA.8"	3.37587404964966e-08	-0.470181079164949	0.896	0.773	0.00110519364637431	"9"	"CYBA"
"C12orf57.4"	1.71314740843954e-07	-0.569998440166079	0.361	0.365	0.00560850198574936	"9"	"C12orf57"
"CTSW.8"	2.64369886253185e-07	-0.394630104641836	0.398	0.271	0.00865494133615676	"9"	"CTSW"
"CAPZB.4"	1.97122870985158e-06	-0.482525019338111	0.493	0.451	0.0645340855031211	"9"	"CAPZB"
"ITGB2.8"	2.20178623095519e-06	-0.683158843348414	0.318	0.316	0.0720820776290111	"9"	"ITGB2"
"PPIA.1"	3.11567473981556e-06	-0.336891039365602	0.655	0.564	0.102000959632082	"9"	"PPIA"
"PSME2.7"	1.40459166489042e-05	-0.510512944256134	0.423	0.396	0.459835219251824	"9"	"PSME2"
"ARPC2.4"	0.000138558082090189	-0.347429368209955	0.71	0.587	1	"9"	"ARPC2"
"SEPT1.6"	0.00038962189768474	-0.530667245716451	0.309	0.3	1	"9"	"SEPT1"
"PSMB9.6"	0.000454343323564812	-0.514575145149118	0.305	0.301	1	"9"	"PSMB9"
"NDUFB9.3"	0.00130341356227872	-0.44918717590295	0.395	0.366	1	"9"	"NDUFB9"
"PRR13.4"	0.00178767569771322	-0.406210087293887	0.465	0.414	1	"9"	"PRR13"
"SRGN.9"	0.00717677094203596	-0.611888190424872	0.347	0.318	1	"9"	"SRGN"
"GSTK1.7"	0.00906719199329315	-0.492394518027765	0.445	0.389	1	"9"	"GSTK1"
"ACY3.1"	0	4.19762688004388	0.867	0.013	0	"10"	"ACY3"
"SOX4.2"	0	2.9158846841255	0.855	0.071	0	"10"	"SOX4"
"SPINK2.2"	0	2.90382153026764	0.858	0.071	0	"10"	"SPINK2"
"IGJ.1"	0	2.62537282162845	0.632	0.033	0	"10"	"IGJ"
"CALM2.6"	0	2.56590952089908	0.934	0.357	0	"10"	"CALM2"
"ID2.6"	0	2.35634325333014	0.837	0.235	0	"10"	"ID2"
"IGFBP7.2"	0	2.21942310053434	0.681	0.081	0	"10"	"IGFBP7"
"GPX1.9"	0	2.17287345032181	0.956	0.334	0	"10"	"GPX1"
"ITM2C.2"	0	2.04502210995836	0.742	0.09	0	"10"	"ITM2C"
"GSN.2"	0	1.88894808270138	0.603	0.044	0	"10"	"GSN"
"AIF1.4"	0	1.87115405411149	0.902	0.2	0	"10"	"AIF1"
"CAPG.2"	0	1.8667165863085	0.749	0.097	0	"10"	"CAPG"
"TXN.2"	0	1.86378855233147	0.823	0.183	0	"10"	"TXN"
"GSTP1.9"	0	1.84133553516472	0.956	0.376	0	"10"	"GSTP1"
"TNFRSF18"	0	1.83357511481233	0.397	0.034	0	"10"	"TNFRSF18"
"TESC"	0	1.67246613743957	0.427	0.023	0	"10"	"TESC"
"C1orf228.2"	0	1.58802979188517	0.638	0.116	0	"10"	"C1orf228"
"HLA-DRA.7"	0	1.55836734550551	0.937	0.222	0	"10"	"HLA-DRA"
"STMN1.2"	0	1.54406842511104	0.678	0.133	0	"10"	"STMN1"
"PLD4"	0	1.5091733329555	0.423	0.017	0	"10"	"PLD4"
"SCPEP1"	0	1.50604237420464	0.513	0.037	0	"10"	"SCPEP1"
"LAT2.2"	0	1.4934984127963	0.573	0.077	0	"10"	"LAT2"
"RAMP1.1"	0	1.43369145985046	0.384	0.033	0	"10"	"RAMP1"
"MYL6B.2"	0	1.29867540924387	0.43	0.048	0	"10"	"MYL6B"
"RUNX2"	0	1.22471607358901	0.338	0.019	0	"10"	"RUNX2"
"LY86.2"	0	1.22426854406853	0.499	0.06	0	"10"	"LY86"
"C19orf77.2"	0	1.18690846374914	0.392	0.046	0	"10"	"C19orf77"
"RNASE6"	0	1.12304261733186	0.341	0.023	0	"10"	"RNASE6"
"NUDT8.1"	0	1.07949697016157	0.295	0.022	0	"10"	"NUDT8"
"MEF2A"	0	0.949744941861299	0.265	0.018	0	"10"	"MEF2A"
"LST1.3"	8.10018779305271e-300	1.44129428232647	0.681	0.143	2.6518394796896e-295	"10"	"LST1"
"MEF2C.1"	4.57985308948351e-299	0.925102559918934	0.348	0.041	1.49935230443511e-294	"10"	"MEF2C"
"RP11-620J15.3.2"	5.64468402198906e-296	1.14919543045473	0.487	0.075	1.84795665511878e-291	"10"	"RP11-620J15.3"
"H2AFY.2"	1.00207580504192e-293	1.62188977738149	0.766	0.19	3.28059577054623e-289	"10"	"H2AFY"
"HLA-DPB1.8"	9.23645680236058e-285	1.42128383916727	0.889	0.252	3.02383122795681e-280	"10"	"HLA-DPB1"
"RAB11FIP1"	1.12899415247792e-276	0.898758713838235	0.254	0.024	3.69610105638223e-272	"10"	"RAB11FIP1"
"PRSS57.2"	1.38304031523181e-260	1.03368757010729	0.42	0.064	4.52779738400589e-256	"10"	"PRSS57"
"ITGB7"	1.17133282313782e-259	1.08211526528206	0.572	0.107	3.83470939638859e-255	"10"	"ITGB7"
"ZFAS1.8"	1.19381415256288e-257	1.58872593445257	0.978	0.47	3.90830877266036e-253	"10"	"ZFAS1"
"EEF1A1.7"	3.72851552934025e-251	-1.59034301968996	0.961	0.984	1.22064141399541e-246	"10"	"EEF1A1"
"HLA-DPA1.6"	2.87401370538726e-245	1.16307862532964	0.815	0.223	9.40894606869681e-241	"10"	"HLA-DPA1"
"TYROBP.3"	6.99727627695052e-244	0.334318727797791	0.706	0.151	2.29076830754806e-239	"10"	"TYROBP"
"HLA-DQA1.3"	8.27991525519753e-238	1.003697664116	0.626	0.135	2.71067865624657e-233	"10"	"HLA-DQA1"
"CD74.10"	1.48068640073432e-234	1.45085341326152	0.975	0.478	4.84747113872401e-230	"10"	"CD74"
"SHFM1.2"	2.45046821705608e-233	1.23024927495138	0.689	0.172	8.02234284899819e-229	"10"	"SHFM1"
"SNRNP25"	4.16637192534522e-233	1.16577264116841	0.354	0.053	1.36398684091952e-228	"10"	"SNRNP25"
"RPS24.5"	1.9727115380716e-226	1.05315782179355	1	0.918	6.4582630333388e-222	"10"	"RPS24"
"RPL13.6"	6.41288430835016e-222	-0.752297910384563	1	1	2.09945006486768e-217	"10"	"RPL13"
"UQCRB.6"	1.57709626514948e-219	1.3303022545377	0.78	0.233	5.16309775284638e-215	"10"	"UQCRB"
"PYCARD.3"	2.44400451604835e-215	1.25876438230039	0.719	0.205	8.00118198463908e-211	"10"	"PYCARD"
"SAMHD1"	5.25550304578698e-213	1.02302520132509	0.4	0.068	1.72054658712974e-208	"10"	"SAMHD1"
"SPI1.3"	3.27527216145635e-210	1.07833260381311	0.379	0.065	1.07225860021758e-205	"10"	"SPI1"
"ATP5L.6"	5.66200551178265e-210	1.19362538599089	0.997	0.665	1.8536273644474e-205	"10"	"ATP5L"
"SNRPE.2"	1.70956233548462e-208	1.20931106909347	0.676	0.181	5.59676517390955e-204	"10"	"SNRPE"
"KIAA0125.2"	6.05995402628893e-207	1.01048063475593	0.425	0.079	1.98390774912647e-202	"10"	"KIAA0125"
"LGALS9.2"	6.41754090405365e-207	0.986339949539239	0.439	0.085	2.10097454116908e-202	"10"	"LGALS9"
"ATP5E.6"	4.55664989111607e-202	1.14875758944026	0.994	0.677	1.49175604135358e-197	"10"	"ATP5E"
"JUNB.9"	4.6542597041583e-201	-3.12537856943148	0.338	0.802	1.52371154194735e-196	"10"	"JUNB"
"HLA-DQA2.2"	4.02525711755924e-196	0.825737556275356	0.539	0.118	1.31778867514654e-191	"10"	"HLA-DQA2"
"HLA-C.7"	2.02828261754663e-190	-1.4322001422567	0.932	0.962	6.64019163332415e-186	"10"	"HLA-C"
"HLA-DRB1.9"	1.26232770057495e-182	0.586613700304689	0.828	0.254	4.13260842614229e-178	"10"	"HLA-DRB1"
"CYTH4"	3.33929088373738e-182	0.861961281363943	0.37	0.066	1.09321704951794e-177	"10"	"CYTH4"
"RPS23.8"	3.67972878413087e-182	0.622438547249279	1	0.991	1.20466960934876e-177	"10"	"RPS23"
"HLA-B.7"	6.32195545965948e-181	-1.09720720866923	0.987	0.991	2.06968177838332e-176	"10"	"HLA-B"
"CD52.9"	6.48718493847608e-175	-2.25262178779806	0.427	0.81	2.1237746051583e-170	"10"	"CD52"
"OSTC.2"	1.22054951150052e-174	1.07276471065147	0.572	0.149	3.9958349907504e-170	"10"	"OSTC"
"LSP1.6"	2.67984413581607e-172	1.2638936981125	0.935	0.492	8.77327373183464e-168	"10"	"LSP1"
"PSMA4.3"	1.0745088839434e-171	0.94890017372009	0.507	0.122	3.51772718425389e-167	"10"	"PSMA4"
"HLA-DMA.3"	4.18630893677005e-171	0.899033096592147	0.547	0.137	1.37051381971978e-166	"10"	"HLA-DMA"
"RUNX3"	5.68079060917186e-166	0.814114644603263	0.281	0.044	1.85977722963068e-161	"10"	"RUNX3"
"BTG1.5"	5.59006707079886e-164	-2.24815955093381	0.452	0.791	1.83007615763813e-159	"10"	"BTG1"
"SPNS3.1"	3.48167972361539e-162	0.82542713160331	0.286	0.047	1.13983230791721e-157	"10"	"SPNS3"
"MT-ND3.8"	4.47597278357371e-161	1.12080583791757	0.754	0.251	1.46534396988636e-156	"10"	"MT-ND3"
"HSBP1.2"	7.48582136044231e-159	0.884974840277409	0.412	0.092	2.4507081969816e-154	"10"	"HSBP1"
"FABP5.1"	7.65914515323561e-159	0.793744727784362	0.267	0.043	2.50745094026628e-154	"10"	"FABP5"
"DDAH2.2"	2.00583512342887e-156	0.94955983836518	0.409	0.092	6.56670302708143e-152	"10"	"DDAH2"
"TIMM8B.2"	7.2629532154076e-156	0.888977878230045	0.419	0.094	2.37774562366014e-151	"10"	"TIMM8B"
"SEC61B.7"	1.44411345638639e-155	1.18058187754789	0.739	0.253	4.72773863351777e-151	"10"	"SEC61B"
"SLC25A5.4"	5.91122773743657e-154	1.13423433410265	0.848	0.349	1.93521773668199e-149	"10"	"SLC25A5"
"GNAS.1"	3.62537161022127e-152	1.01156991948841	0.705	0.227	1.18687415775424e-147	"10"	"GNAS"
"RPL10.5"	6.3388395145872e-152	-0.531047214435915	1	1	2.07520928028556e-147	"10"	"RPL10"
"HLA-DMB.1"	7.72628464799899e-152	0.710814672257381	0.385	0.08	2.52943106806191e-147	"10"	"HLA-DMB"
"COX7C.5"	2.87171349495278e-150	1.00887251051578	0.976	0.628	9.4014156397764e-146	"10"	"COX7C"
"PLP2.6"	3.51449803101928e-149	0.998648958031831	0.761	0.26	1.15057636539509e-144	"10"	"PLP2"
"RPL22L1.3"	2.00929500685731e-145	0.97132152132219	0.608	0.181	6.57802999344948e-141	"10"	"RPL22L1"
"COX5A.5"	2.30510366638641e-145	1.0309824549575	0.773	0.285	7.54644838301583e-141	"10"	"COX5A"
"COX7B.2"	3.69582855773279e-143	0.879958384290174	0.464	0.118	1.20994035323056e-138	"10"	"COX7B"
"PTRHD1.2"	3.77288224420775e-142	0.877474345203981	0.488	0.129	1.23516618910873e-137	"10"	"PTRHD1"
"RPS6.7"	8.44451297302306e-141	-0.576070454668707	1	0.999	2.76456465710829e-136	"10"	"RPS6"
"GABARAPL2.4"	1.46523331262243e-140	1.0975860841323	0.73	0.263	4.7968808188633e-136	"10"	"GABARAPL2"
"B2M.8"	4.63157602729168e-137	-0.764421333098898	1	0.998	1.51628535981475e-132	"10"	"B2M"
"ATOX1.1"	1.0625975638805e-136	0.794747439082518	0.362	0.08	3.47873190463199e-132	"10"	"ATOX1"
"TIMM13.2"	1.12292927354509e-136	0.88936658506511	0.641	0.2	3.67624585573192e-132	"10"	"TIMM13"
"C14orf2.3"	3.43641807053043e-135	0.902892608767853	0.585	0.176	1.12501454793025e-130	"10"	"C14orf2"
"RPS2.4"	4.40894922120025e-135	-0.452393734899061	1	1	1.44340179603654e-130	"10"	"RPS2"
"ARF3"	4.46316482513558e-134	0.730680272737839	0.292	0.056	1.46115090045289e-129	"10"	"ARF3"
"TMEM256.2"	4.54619097180912e-134	0.904787654315049	0.583	0.176	1.48833200035087e-129	"10"	"TMEM256"
"SNRPF.3"	3.88605144780901e-133	0.927642646901659	0.619	0.193	1.27221552298371e-128	"10"	"SNRPF"
"C9orf89.2"	4.64886235886847e-132	0.928010733719859	0.46	0.123	1.52194455904636e-127	"10"	"C9orf89"
"LTB.10"	1.70299323398152e-131	-2.11393578742543	0.441	0.763	5.57525924940872e-127	"10"	"LTB"
"HLA-DRB5.5"	1.10087989170637e-130	0.407719429810504	0.671	0.209	3.60406058946832e-126	"10"	"HLA-DRB5"
"OSBPL8.1"	1.43649101417883e-130	0.783046985808498	0.397	0.095	4.70278428221864e-126	"10"	"OSBPL8"
"CD3D.10"	8.17473595741257e-129	-3.11307896522196	0.005	0.529	2.67624505773773e-124	"10"	"CD3D"
"SEC61G.3"	2.26509549917402e-127	0.883351809520119	0.463	0.126	7.41546964519589e-123	"10"	"SEC61G"
"DBI.4"	1.07765627129455e-125	1.19983408292576	0.66	0.236	3.5280311009641e-121	"10"	"DBI"
"CD63.8"	3.92663897806222e-123	0.939892615470184	0.667	0.232	1.28550306863801e-118	"10"	"CD63"
"XIST.2"	4.73884237450008e-123	0.830966817816194	0.351	0.082	1.55140221656384e-118	"10"	"XIST"
"NAP1L1.5"	1.41132598179042e-122	0.983186582620905	0.908	0.463	4.62039899918548e-118	"10"	"NAP1L1"
"CTSW.9"	4.14114276185883e-122	0.712317818276771	0.754	0.269	1.35572731737734e-117	"10"	"CTSW"
"ATP5J.5"	1.0709838759712e-120	0.888563484736146	0.773	0.294	3.50618701315452e-116	"10"	"ATP5J"
"TNFRSF4"	1.14245964207368e-120	0.972060664967818	0.253	0.047	3.7401843762208e-116	"10"	"TNFRSF4"
"C8orf59.2"	3.0562875757706e-120	0.77008627593116	0.322	0.073	1.00056742655578e-115	"10"	"C8orf59"
"YWHAE.2"	8.74118946809217e-120	0.72901946528538	0.348	0.082	2.86169060806402e-115	"10"	"YWHAE"
"HLA-A.7"	7.27090450694749e-119	-0.911077434333598	0.981	0.979	2.38034871748447e-114	"10"	"HLA-A"
"RPL37.7"	1.65977378016674e-118	0.634177603643167	1	0.922	5.43376740150988e-114	"10"	"RPL37"
"SUB1.5"	2.77186287202748e-118	0.932108629135447	0.664	0.24	9.07452467044356e-114	"10"	"SUB1"
"TLN1.1"	5.34453025226445e-118	0.726487177942637	0.381	0.095	1.74969231398633e-113	"10"	"TLN1"
"IQGAP2.2"	5.49662911135421e-118	0.813990130145701	0.314	0.071	1.79948643847514e-113	"10"	"IQGAP2"
"ACTG1.7"	7.40675342807279e-117	0.886916545400094	0.984	0.782	2.42482293728247e-112	"10"	"ACTG1"
"LINC00493.3"	2.30175142075853e-116	0.89219944680182	0.645	0.223	7.53547380127927e-112	"10"	"LINC00493"
"LGALS1.5"	8.3772083788824e-116	1.21367243664634	0.567	0.197	2.74253047907852e-111	"10"	"LGALS1"
"RPL18A.6"	9.32421672270012e-116	-0.523710936019263	1	0.997	3.05256207067757e-111	"10"	"RPL18A"
"NDUFC2.4"	7.81723160382972e-115	0.826499320263102	0.646	0.221	2.55920528246177e-110	"10"	"NDUFC2"
"RPS3.4"	5.86426529989673e-114	-0.451132730149091	1	0.998	1.91984317388019e-109	"10"	"RPS3"
"ADA.1"	3.3939049186407e-113	0.800584977356685	0.322	0.075	1.11109659226459e-108	"10"	"ADA"
"APEX1.2"	1.58103012482248e-112	0.797854830126562	0.629	0.211	5.17597642264384e-108	"10"	"APEX1"
"MPST.2"	6.01343733385226e-112	0.604956195058603	0.259	0.053	1.96867911435655e-107	"10"	"MPST"
"ERCC1.1"	4.97906820243348e-110	0.68029929632487	0.322	0.076	1.63004734811267e-105	"10"	"ERCC1"
"DRAP1.5"	6.93534349074122e-110	0.909079263188012	0.839	0.368	2.27049275199886e-105	"10"	"DRAP1"
"HLA-E.8"	4.15054307304497e-108	-1.55026303273984	0.581	0.758	1.35880479125346e-103	"10"	"HLA-E"
"RPLP1.6"	5.40916346086065e-108	0.438977024959001	1	0.997	1.77085193381656e-103	"10"	"RPLP1"
"RPL21.6"	2.91756504056364e-107	-0.540131321147856	1	0.996	9.55152442979723e-103	"10"	"RPL21"
"ATP5G3.6"	2.13178178289781e-106	0.87099553187864	0.689	0.263	6.97902720085086e-102	"10"	"ATP5G3"
"DDIT4.2"	2.98380447175604e-106	0.858107638267825	0.57	0.189	9.76837907963493e-102	"10"	"DDIT4"
"UQCRH.5"	6.02021830118445e-106	0.882346508891832	0.91	0.462	1.97089906744177e-101	"10"	"UQCRH"
"JUN.7"	4.06397697055145e-105	-2.22649381810828	0.201	0.606	1.33046478061913e-100	"10"	"JUN"
"NDUFS4.2"	9.41256466170957e-105	0.723753611687248	0.449	0.132	3.08148541895048e-100	"10"	"NDUFS4"
"IL32.10"	1.31917469808918e-104	-3.60442068687498	0.003	0.461	4.31871412660437e-100	"10"	"IL32"
"RPL17.4"	4.0192895857168e-103	-1.11904130630233	0.785	0.851	1.31583502457196e-98	"10"	"RPL17"
"TBCA.4"	5.11612320385636e-103	0.827870732798405	0.698	0.269	1.67491641447849e-98	"10"	"TBCA"
"PGLS.3"	2.13583566039282e-102	0.767181329779505	0.624	0.225	6.99229878499402e-98	"10"	"PGLS"
"SRP14.2"	6.28408799508197e-102	0.824645717534889	0.945	0.637	2.05728472782993e-97	"10"	"SRP14"
"NDUFB5.2"	7.88412197855226e-102	0.754564239953076	0.494	0.156	2.58110385333844e-97	"10"	"NDUFB5"
"RPL3.5"	1.34906511590543e-101	-0.468000176789486	1	0.997	4.41656937645121e-97	"10"	"RPL3"
"GGCT.1"	3.36262241624202e-101	0.654733804388342	0.291	0.068	1.10085532662931e-96	"10"	"GGCT"
"IRF2BP2.1"	1.0630604978703e-100	0.721725526726008	0.34	0.088	3.4802474579278e-96	"10"	"IRF2BP2"
"ATP5J2.7"	1.36303899783114e-100	0.791427836271077	0.716	0.28	4.46231707109958e-96	"10"	"ATP5J2"
"HMGN1.4"	1.43245875119215e-100	0.855672530929027	0.872	0.434	4.68958345965286e-96	"10"	"HMGN1"
"RBX1.3"	1.86716986812532e-100	0.764273346650042	0.532	0.176	6.11274071426866e-96	"10"	"RBX1"
"SLC25A3.6"	6.28734338630305e-100	0.847577868823125	0.814	0.36	2.05835047780789e-95	"10"	"SLC25A3"
"POMP.3"	6.55359554835786e-100	0.750091807542875	0.453	0.14	2.1455161106214e-95	"10"	"POMP"
"GIMAP7.6"	3.20995169480301e-99	-2.61659183239168	0.021	0.458	1.05087398584461e-94	"10"	"GIMAP7"
"SRRM1.3"	5.21269346539082e-98	0.717935364643301	0.518	0.17	1.70653158669965e-93	"10"	"SRRM1"
"RNASEH2B.2"	2.16141978884765e-97	0.803479935092016	0.476	0.153	7.07605610472945e-93	"10"	"RNASEH2B"
"COMMD6.6"	5.84840430418949e-97	0.801259171580037	0.953	0.624	1.91465060110555e-92	"10"	"COMMD6"
"NCL.3"	8.50537061186122e-97	0.73372906588976	0.504	0.165	2.78448823091113e-92	"10"	"NCL"
"C11orf31.6"	9.47076380271297e-96	0.797794946163528	0.837	0.388	3.10053865373217e-91	"10"	"C11orf31"
"NDUFB4.6"	1.07464360478218e-94	0.798378133143458	0.649	0.248	3.51816823333589e-90	"10"	"NDUFB4"
"UQCRQ.6"	1.2416397350673e-94	0.787174834663614	0.706	0.281	4.06488016466334e-90	"10"	"UQCRQ"
"NDUFA4.4"	2.37868926713161e-94	0.827686144096761	0.9	0.472	7.78735292273545e-90	"10"	"NDUFA4"
"ESD.2"	9.97636726928089e-94	0.699765981912639	0.381	0.109	3.26606311661718e-89	"10"	"ESD"
"RNF130.2"	4.73353859619061e-92	0.672213921594797	0.292	0.073	1.54966586562088e-87	"10"	"RNF130"
"MT-ATP6.6"	5.31630517097699e-92	0.782254258178784	0.957	0.602	1.74045198687445e-87	"10"	"MT-ATP6"
"TXNDC17.1"	3.09447127021724e-91	0.533921524802604	0.269	0.063	1.01306800444372e-86	"10"	"TXNDC17"
"LUC7L3.2"	4.68079167190435e-91	0.65061105119693	0.444	0.139	1.53239757754805e-86	"10"	"LUC7L3"
"TIMM10.1"	7.17080218138364e-90	0.655701391782494	0.357	0.101	2.34757721814138e-85	"10"	"TIMM10"
"RPL37A.7"	1.40915672118371e-89	0.532484391157388	0.997	0.932	4.61329727381124e-85	"10"	"RPL37A"
"IDH2.2"	1.36529563918154e-88	0.614311927908519	0.415	0.127	4.46970486355253e-84	"10"	"IDH2"
"DYNLL1.7"	1.64015411525426e-88	0.735802106347476	0.626	0.238	5.3695365425194e-84	"10"	"DYNLL1"
"NUDT1.2"	1.72868103346096e-88	0.629518870758017	0.351	0.099	5.6593559673445e-84	"10"	"NUDT1"
"EEF1D.4"	3.01180471524342e-88	-0.754569742965415	0.986	0.967	9.8600462767639e-84	"10"	"EEF1D"
"BID"	3.66808617533383e-88	0.570253712087235	0.321	0.085	1.20085805208079e-83	"10"	"BID"
"NKG7.3"	8.68363579810732e-88	-1.44886706054311	0.501	0.152	2.84284868758437e-83	"10"	"NKG7"
"RPL8.6"	1.07662434843576e-87	-0.543088062339223	0.997	0.992	3.52465279190898e-83	"10"	"RPL8"
"TRA2B.5"	1.2164627398385e-87	0.713453504857034	0.633	0.243	3.98245571768327e-83	"10"	"TRA2B"
"ZCRB1.2"	2.52585256113586e-87	0.720700069060793	0.408	0.128	8.26913611464659e-83	"10"	"ZCRB1"
"SF3B14.3"	1.35228864365155e-86	0.697170486363966	0.55	0.197	4.42712256158645e-82	"10"	"SF3B14"
"DNAJC4.2"	2.69983965382993e-86	0.641297342223841	0.406	0.125	8.83873505870843e-82	"10"	"DNAJC4"
"DNAJC15.2"	3.20033574403127e-86	0.687567698860451	0.39	0.119	1.04772591588096e-81	"10"	"DNAJC15"
"TMEM258.7"	4.44762373608923e-86	0.727079094617586	0.755	0.319	1.45606305872089e-81	"10"	"TMEM258"
"COX7A2.6"	6.94713352158059e-86	0.781975754501141	0.774	0.353	2.27435257229505e-81	"10"	"COX7A2"
"CST3.2"	2.32149563108263e-84	0.25018510903573	0.299	0.079	7.60011239703833e-80	"10"	"CST3"
"NDUFA1.7"	2.61409819140608e-84	0.693953127387475	0.75	0.318	8.55803465902522e-80	"10"	"NDUFA1"
"LAGE3.2"	1.22063510418388e-82	0.659596317291177	0.428	0.139	3.99611520407718e-78	"10"	"LAGE3"
"C6orf48.9"	3.89295484242075e-82	0.781483425229528	0.915	0.513	1.27447555631171e-77	"10"	"C6orf48"
"NDUFS8"	4.66701214972995e-82	0.646752811981981	0.58	0.216	1.52788643757859e-77	"10"	"NDUFS8"
"HINT1.6"	7.14835629670831e-82	0.703120363465275	0.951	0.624	2.34022888441637e-77	"10"	"HINT1"
